name,grants_url,homepage,priority,canada_eligible,canada_confidence,career_stage_eligible,research_fit_score,research_fit_notes,tags,notes,deadline_hint,paper_count
Young Lives study,https://www.younglives.org.uk/research-resources/research-opportunities,https://www.younglives.org.uk/,low,True,medium,,2,"Young Lives focuses on child poverty and well-being in low- and middle-income countries (primarily in Africa, Asia, Latin America). The applicant's research areas (ecological restoration, prairie grassland conservation, landowner engagement, AI-assisted evidence synthesis) have minimal thematic overlap with Young Lives' core focus on child development, poverty, and social outcomes. Knowledge mobilization and translational approaches could align peripherally, but the geographic and substantive mismatch is substantial.",funding; ecology; international; canada-eligible,Young Lives' focus on child poverty and development in low/middle-income countries does not align with the applicant's ecological restoration and prairie conservation work. Not recommended unless the applicant has a novel collaborative angle linking conservation to child well-being outcomes in Young Lives partner countries.,,1
James S. McDonnell Foundation,https://www.jsmf.org/apply/,https://www.jsmf.org/,low,,low,,2,"JSMF historically focuses on cognitive sciences, complex systems, and brain science. The applicant's work in ecological restoration, translational ecology, and prairie conservation has limited overlap with JSMF's traditional priority areas. The AI/LLM methods and causal inference may have modest relevance if the foundation has expanded into AI+science integration, but core ecological and landowner engagement focus appears tangential.",funding; ecology,Insufficient page content to assess eligibility or fit with confidence. JSMF's traditional scope (brain/cognitive science) does not obviously align with applicant's ecological restoration focus; applicant should verify Canadian eligibility and funder's current strategic priorities before investing effort.,,15
Centre National de la Recherche Scientifique,https://www.cnrs.fr/en/calls-proposals,https://www.cnrs.fr/,low,False,high,,3,"The applicant's work in ecological restoration, social-ecological systems, and prairie grassland conservation aligns with CNRS environmental and life sciences priorities. However, the heavy emphasis on AI-assisted evidence synthesis and ontology development using LLMs is less typical of traditional CNRS ecology funding. The translational and knowledge mobilization focus is moderate fit.",funding; ecology; canada-ineligible,"As a Canadian postdoctoral researcher at Canadian institutions, the applicant is ineligible for direct CNRS funding unless applying as part of a structured international collaboration with a French partner. CNRS is a domestic French funder with limited direct support for non-French researchers.",,8
HORIZON EUROPE Framework Programme,https://ec.europa.eu/info/en/research-and-innovation/funding/funding-opportunities/funding-programmes/horizon-europe/calls-proposals_en,https://ec.europa.eu/info/en/research-and-innovation/funding/funding-opportunities/funding-programmes/horizon-europe_en,low,False,high,True,4,"Strong thematic alignment with Horizon Europe priorities: ecological restoration, social-ecological systems, nature-based solutions, AI/digital innovation, and knowledge mobilization all match EU Green Deal and digital transformation agendas. Grassland conservation and community engagement fit circular economy and biodiversity targets. However, Canada-focused prairie work may be geographically misaligned with EU priorities.",funding; ecology; canada-ineligible,"While research fit is strong and career stage is eligible, Canadian applicants cannot directly lead Horizon Europe grants. Applicant should pursue Canadian funders (NSERC, SSHRC, CIHR) or explore Horizon Europe only as a junior partner in EU-led consortia if invited.",Horizon Europe operates on rolling and annual calls; specific deadline unknown without page access.,7
"Centro de Estudos Ambientais e Marinhos, Universidade de Aveiro",https://www.ua.pt/,,low,,low,,3,"Centro de Estudos Ambientais e Marinhos suggests marine and environmental research focus. Applicant's ecological restoration, social-ecological systems, and conservation work has partial overlap with environmental studies, but the marine focus and Portuguese institution orientation may not align well with applicant's prairie grassland and North American context. AI-assisted methods and knowledge mobilization are less commonly emphasized in traditional marine research centers.",funding; ecology,"Page content is insufficient to assess eligibility or deadlines; funder appears to be Portuguese/European with likely domestic or EU focus. Applicant should retrieve complete funding guidelines before investing effort, though research fit is moderate at best given geographic and thematic misalignment.",,7
Commonwealth Scientific and Industrial Research Organisation,https://www.csiro.au/en/about/funding-and-partnerships/funding,https://www.csiro.au/,low,False,high,,4,"Strong thematic alignment with CSIRO's interests in ecological restoration, sustainable land management, and grassland conservation. AI-assisted evidence synthesis and translational ecology methods are increasingly valued by CSIRO. However, landowner engagement and prairie-specific work may be more Canada-focused.",funding; ecology; canada-ineligible,"While research fit is strong, CSIRO is an Australian national funder with limited direct funding for Canadian primary applicants. Applicant should prioritize Canadian tri-council agencies (NSERC, SSHRC) or international collaborative schemes where Canada is eligible.",,2
European Union,https://europa.eu/grants,https://europa.eu,low,False,high,,4,"Strong alignment with ecological restoration, social-ecological systems, and translational ecology themes likely within EU environmental/sustainability funding scope. AI-assisted evidence synthesis and knowledge mobilization are increasingly valued in EU Horizon Europe programs. Prairie grassland conservation is specific to North America and less directly relevant to EU priorities, but the methodological approaches (causal inference, systematic mapping, LLMs) are highly competitive.",funding; ecology; international; canada-ineligible,"Research fit is strong, but Canadian eligibility is highly unlikely under standard EU funding rules without international partnership frameworks or explicit global calls. Applicant should prioritize Canadian (NSERC, SSHRC, CFI) and North American funders (NSF, USDA) instead.",,2
Norges Miljø- og Biovitenskapelige Universitet,https://www.nmbu.no/,,low,,low,,3,"Partial overlap: NMBU is a life sciences institution likely interested in ecological restoration, prairie conservation, and sustainable resource management. Applicant's work on ecological restoration and prairie grassland conservation aligns with institutional strengths. However, AI/LLM and translational ecology angles are less typical for traditional environmental/agricultural universities. Social-ecological systems and landowner engagement could fit interdisciplinary programming.",funding; ecology,Insufficient information to assess eligibility and relevance. Norwegian funder may have restricted eligibility to Norwegian or Nordic institutions; Canadian eligibility is unknown. Research fit is moderate but would require detailed program guidelines.,Page shows countdown timer elements but actual deadline values are not readable in truncated content.,1
Strategiske Forskningsråd,https://ufm.dk/en/research-and-innovation/councils-and-commissions/the-strategic-research-council/calls-for-proposals,https://ufm.dk/en/research-and-innovation/councils-and-commissions/the-strategic-research-council,low,False,medium,,3,"Moderate fit: the funder likely supports environmental/ecological research and applied science themes relevant to grassland conservation and translational ecology. However, the emphasis on AI-assisted synthesis and knowledge mobilization may align less directly with typical Danish research council priorities, which tend toward fundamental and applied research in traditional disciplines.",funding; ecology; canada-ineligible,"Unlikely to be accessible to a Canadian-based applicant without a Danish institutional partner. Recommend prioritizing Canadian (NSERC, SSHRC) and international collaborative schemes (Belmont Forum, bilateral agreements) instead.",,1
Universidad de Alcalá,https://www.uah.es/,,low,,low,,2,"The funder appears to be a Spanish teaching and research university with some sustainability and social commitment themes mentioned. The applicant's work in ecological restoration, prairie conservation, and social-ecological systems has potential thematic overlap with sustainability initiatives, but no evidence of AI-assisted evidence synthesis, knowledge mobilization, or the applicant's specific interdisciplinary methods are apparent from the page content.",funding; ecology,"Insufficient information to assess this funder meaningfully. The page content lacks a visible funding call, eligibility criteria, or research priorities. Spanish institutions typically prioritize domestic or EU-based researchers; Canadian eligibility is unclear. Recommend searching for a specific funding announcement or research call before investing effort.",,1
Institut Polaire Français Paul Emile Victor,https://www.ipev.fr/,,skip,True,medium,,2,"Applicant's core work focuses on prairie grassland conservation, social-ecological systems, and landowner engagement in temperate/grassland ecosystems. The funder specializes in polar research. No thematic overlap with applicant's primary research portfolio. AI-assisted evidence synthesis and translational ecology methods have no polar focus.",funding; ecology; canada-eligible,"This polar research funder is misaligned with the applicant's temperate grassland and prairie conservation focus. Even if Canadians are eligible, the thematic mismatch makes this an unsuitable opportunity to pursue.",,2
Fondation Leducq,https://www.leducqfoundation.org/our-work/research-programs/,https://www.leducqfoundation.org/,skip,True,medium,,2,"Fondation Leducq primarily funds cardiovascular and basic biomedical research. The applicant's work in ecological restoration, conservation, social-ecological systems, and AI-assisted evidence synthesis does not align with the foundation's core focus areas. No obvious intersection between funder priorities and applicant research.",funding; ecology; canada-eligible,"Fondation Leducq is fundamentally misaligned with this applicant's research portfolio. While Canadian eligibility is likely, the funder's biomedical focus makes this opportunity unsuitable for an ecology and conservation-focused researcher.",,2
Scientific Committee on Antarctic Research,https://www.scar.org/funding/,https://www.scar.org/,skip,True,medium,,1,"Severe mismatch. Applicant's expertise is in ecological restoration, prairie grasslands, and social-ecological systems in terrestrial/temperate contexts. SCAR focuses exclusively on Antarctic and Southern Ocean research. The applicant's research areas (prairie conservation, landowner engagement in Canada) have no overlap with SCAR's Antarctic mandate.",funding; ecology; canada-eligible,Strong geographic and disciplinary mismatch. Applicant's research focus on Canadian prairie restoration and translational ecology is fundamentally misaligned with SCAR's Antarctic research mandate. Not a productive use of application effort.,,2
Division of Polar Programs,https://www.nsf.gov/geo/plr/,,skip,True,medium,,2,"The applicant's core research focuses on prairie grassland conservation, ecological restoration, and landowner engagement in temperate North America—not polar regions. While the applicant uses AI-assisted evidence synthesis and causal inference methods that could theoretically apply to polar research, there is no indication they work on polar ecosystems, Arctic/Antarctic environments, or polar-specific questions. The fit is tangential at best.",funding; ecology; canada-eligible,"Poor thematic alignment with polar research focus is the primary barrier. Unless the applicant has unpublished polar ecology work or can reframe prairie restoration within polar contexts (unlikely), this funder is not a strategic match despite potential Canadian eligibility.",,2
European Office of Aerospace Research and Development,https://www.eoard.org/funding-opportunities,https://www.eoard.org/,skip,True,medium,,2,"EOARD primarily funds aerospace research, materials science, physics, and engineering. The applicant's focus on ecological restoration, social-ecological systems, prairie conservation, and AI-assisted evidence synthesis has minimal alignment with aerospace defense research priorities. No clear connection to EOARD's typical scope.",funding; ecology; canada-eligible,"Poor research fit for EOARD's aerospace and defense research mission. Applicant should prioritize Canadian and international funders focused on ecology, conservation, and translational environmental science (e.g., NSERC, SSHRC, Belmont Forum) rather than defense-oriented programs.",,1
Randy Shaver Cancer Research and Community Fund,https://www.randyshavercanc.org/,,skip,True,medium,,1,"The applicant's research focuses on ecological restoration, prairie conservation, social-ecological systems, and AI-assisted evidence synthesis. The funder specializes exclusively in cancer research and community support related to cancer. No overlap between cancer research and the applicant's ecology/grassland conservation work.",funding; ecology; canada-eligible,"This is a cancer research-focused fund with no alignment to the applicant's ecological restoration, conservation, and AI-in-ecology research portfolio. Not a viable funding match regardless of eligibility.",,1
Endangered Languages Documentation Programme,https://www.eldp.soas.ac.uk/funding,https://www.eldp.soas.ac.uk/,skip,True,medium,True,1,"ELDP focuses on documentation and preservation of endangered languages. The applicant's research areas (ecological restoration, prairie grasslands, AI-assisted evidence synthesis, landowner engagement) have no meaningful overlap with language documentation. While the applicant uses LLMs and knowledge mobilization methods, these are applied to ecology, not linguistics or language preservation.",funding; ecology; canada-eligible,"This is a fundamental disciplinary mismatch. The applicant works in ecology and environmental conservation; ELDP is dedicated to endangered language documentation. Even the applicant's methods (LLMs, causal inference) do not align with ELDP's core mission.",,1
Crohn's and Colitis Foundation,https://www.crohnscolitisfoundation.org/grants-fellowships,https://www.crohnscolitisfoundation.org/,skip,True,medium,,1,"Complete mismatch. Applicant's research focuses on ecological restoration, prairie conservation, and social-ecological systems. Crohn's and Colitis Foundation funds biomedical and clinical research on inflammatory bowel diseases. No overlap in disease focus, methods, or research domain.",funding; ecology; canada-eligible,"This is a fundamental mismatch between applicant research (ecology, conservation, AI-assisted evidence synthesis) and funder scope (IBD clinical and biomedical research). Not a viable opportunity regardless of eligibility.",,1
European Cooperation in Science and Technology,https://www.cost.eu/funding-opportunities/,https://www.cost.eu/,skip,True,medium,,2,"The applicant's work in ecological restoration, social-ecological systems, prairie conservation, and AI-assisted evidence synthesis could theoretically fit COST's interdisciplinary networking model, but the visible page focuses exclusively on Ukraine researcher support with no indication of ecological restoration or grassland conservation themes. Research fit is tangential at best given the limited page content.",funding; ecology; canada-eligible,"This appears to be a Ukraine-specific funding initiative from 2021 with no evidence of active calls or Canadian eligibility. The applicant should investigate general COST Action opportunities instead, but this particular page is not a suitable funding target.",,1
Permanent Service on Mean Sea Level,https://www.bodc.ac.uk/data/hosted_projects/psmsl/,,skip,True,medium,,1,"PSMSL focuses on mean sea level monitoring and oceanographic data. The applicant's research centers on ecological restoration, prairie grasslands, social-ecological systems, and AI-assisted evidence synthesis. There is no thematic overlap with sea level science, coastal oceanography, or related marine/hydrographic work.",funding; ecology; international; canada-eligible,"This funder is fundamentally misaligned with the applicant's research portfolio. PSMSL supports sea level science and oceanographic monitoring, while the applicant works on grassland restoration, social-ecological systems, and AI-assisted evidence synthesis.",,1
European Commission,https://ec.europa.eu/info/funding-tenders/funding-opportunities_en,https://ec.europa.eu/,skip,,low,,3,"Applicant's work in ecological restoration, social-ecological systems, and grassland conservation aligns with EU environmental priorities. However, the page provides no specific thematic focus or call details to assess fit. AI-assisted evidence synthesis and translational ecology are emerging areas that may interest EU funders, but without call specifics, alignment is uncertain.",funding; ecology,"This is a generic EC funding portal landing page with no active call, deadline, or eligibility information. Applicant should search the EC funding database directly for specific calls; Canadian eligibility for most EC schemes is limited unless hosted by EU/associated institution partner.",,189
National Research Foundation,https://www.nrf.ac.za/funding,,skip,,low,,3,"Moderate overlap: ecological restoration, grassland conservation, and community engagement align with many research funders' environmental priorities. However, the applicant's heavy emphasis on AI-assisted evidence synthesis, ontology development, and LLMs is less commonly prioritized by traditional ecology-focused funders. Social-ecological systems and translational ecology are increasingly valued but remain somewhat niche.",funding; ecology,Cannot assess without confirmed funder identity and eligibility criteria. 'National Research Foundation' is ambiguous; recommend confirming which NRF this refers to and obtaining actual funding guidelines before investing application effort.,,13
Bill and Melinda Gates Foundation,https://www.gatesfoundation.org/how-we-work/quick-links/grants-database,https://www.gatesfoundation.org/,skip,,low,,2,"Gates Foundation typically focuses on global health, poverty, education, and development. Applicant's work (prairie grassland conservation, ecological restoration, AI-assisted evidence synthesis) has limited alignment with Gates' historical priorities. Knowledge mobilization and translational ecology may have tangential relevance if connected to development outcomes, but no evidence on this page of Gates supporting ecological conservation or grassland management.",funding; ecology,"Page content is inaccessible (JavaScript tracking code only). Based on Gates Foundation's known focus areas and the applicant's ecological restoration/conservation research, this opportunity appears misaligned and low-priority; applicant should verify Gates' current funding themes before pursuing.",,9
Joint Genome Institute,https://jgi.doe.gov/our-science/science-programs/community-science-program/,https://jgi.doe.gov/,skip,,low,,2,"JGI primarily funds genomics and metagenomics research. While the applicant works on ecological systems and uses AI/LLMs for evidence synthesis, there is minimal overlap with JGI's core genomic sequencing and computational biology focus. Prairie grassland conservation and landowner engagement have weak connection to genome science.",funding; ecology,"Insufficient page content to assess; however, JGI's core mission in genomics and metagenomics appears misaligned with this applicant's ecosystem restoration and translational ecology focus. Not recommended for pursuit.",,6
Hong Kong Polytechnic University,https://www.polyu.edu.hk/,,skip,,low,,2,"PolyU emphasizes applied research, engineering, and design (AiDLab, 3D printing, materials characterization). The applicant's work in ecological restoration, prairie conservation, and social-ecological systems has limited obvious alignment with PolyU's apparent strengths in engineering, technology, and applied sciences. AI methods (LLMs) are a potential intersection, but the overall disciplinary fit is tangential.",funding; ecology,"Insufficient information to assess this opportunity. The provided page is a PolyU institutional homepage, not a specific funding call. Without access to the actual funding program details, eligibility criteria, and geographic scope, this cannot be meaningfully evaluated for a Canadian-based applicant.",,5
"National Research, Development and Innovation Office",https://nkfih.gov.hu/palyazatok/palyazati-felhivasok,https://nkfih.gov.hu/,skip,,low,,3,"Moderate fit: funder likely supports research in ecology, conservation, and innovation. Strong match for ecological restoration and grassland conservation work. Translational ecology and knowledge mobilization align with typical NRDI mandates. AI-assisted evidence synthesis is contemporary and potentially relevant depending on funder's strategic priorities. Social-ecological systems and landowner engagement are valuable but not universally prioritized by all NRDI offices.",funding; ecology,"Cannot responsibly assess without knowing the funder's country of origin and eligibility criteria. If this is Hungary's NRDI Office or a similar domestic-focused body, Canadian researchers are likely ineligible. Applicant should verify funder identity and access the actual call before investing time.",,4
Leon Levy Foundation,https://www.leonlevyfoundation.org,,skip,,low,,2,"Without visible program descriptions or funding priorities, fit cannot be assessed. Leon Levy Foundation historically focuses on scientific research broadly, but no specific match to applicant's ecological restoration, AI-assisted synthesis, or prairie conservation work is evident from the provided content.",funding; ecology,"Insufficient information to assess this opportunity. The provided webpage content lacks substantive program details, eligibility criteria, or funding priorities. Recommend visiting the full Leon Levy Foundation website or obtaining complete funding guidelines before proceeding.",,2
University of Georgia Research Foundation,https://research.uga.edu/,,skip,,low,,2,"University of Georgia's research priorities are not detailed in the provided content. While the applicant's ecological restoration and prairie conservation work may have relevance to US-based environmental research, the interdisciplinary AI/evidence synthesis focus and Canadian institutional affiliation suggest limited thematic overlap with typical US university foundation priorities. No specific program descriptions available to assess fit.",funding; ecology,"Insufficient information to assess this opportunity. The page content provided contains only website template code with no funding program details, eligibility criteria, or research scope. Recommend obtaining the complete funding opportunity description directly from UGA Research Foundation before pursuing.",,1
Université Paris Diderot,https://u-paris.fr/,,skip,,low,,2,"Université Paris Cité is a life sciences and social sciences institution that could theoretically align with ecological restoration and social-ecological systems research. However, no specific program scope is visible on the provided page. The applicant's AI-assisted evidence synthesis and translational ecology focus may have limited alignment depending on the actual program's disciplinary priorities.",funding; ecology,"Insufficient information to assess this opportunity. The provided funding page contains only website boilerplate without program details, eligibility criteria, or active funding calls. Recommend retrieving the actual funding program page before investing application effort.",,1
North Pacific Research Board,https://www.nprb.org/funding/,https://www.nprb.org/,skip,,low,,,"Cannot assess without access to actual funder scope. North Pacific Research Board name suggests potential aquatic/marine/fisheries focus in North Pacific region, which may have limited overlap with applicant's prairie grassland restoration work, but this is speculative without confirmed program details.",funding; ecology,"Page content is non-functional (JavaScript loader code only). Cannot assess eligibility or fit. Recommend: (1) manually visit the funder website to review actual program guidelines, or (2) contact the funder directly for eligibility confirmation and program scope details.",,1
Vienna Science and Technology Fund,https://www.wwtf.at/,,skip,,low,,2,"Applicant's focus on prairie grassland conservation, landowner engagement, and North American ecology has limited relevance to an Austrian funder. AI-assisted evidence synthesis and translational ecology methods could interest any funder, but the specific conservation context (prairie grasslands) and geographic focus (Canada) are misaligned with Vienna-based funding priorities.",funding; ecology,"Insufficient information to assess due to corrupted page content, combined with WWTF being an Austrian funder unlikely to support Canadian-based researchers without explicit international programs. Recommend verifying funder eligibility directly on cleaned website before pursuit.",,1
University of Washington,https://www.washington.edu,,skip,,low,,,"Cannot assess research fit without access to actual funding program scope, priorities, or research areas. The page content provided contains no information about what research is funded.",funding; ecology,"Insufficient data to evaluate this opportunity. The provided funding page content is only technical WordPress markup with no actual program information, eligibility criteria, or research scope. Applicant should locate the actual program description or funding announcement.",,1
Genome Canada,https://www.genomecanada.ca/en/funding-opportunities,https://www.genomecanada.ca/,skip,,low,,2,"Genome Canada typically funds genomics research. The applicant's work (ecological restoration, social-ecological systems, AI-assisted synthesis, prairie conservation, landowner engagement) is not genomics-focused. While translational ecology and systematic mapping could tangentially involve genomic tools, the profile emphasizes AI, ontology, and social science—areas typically outside Genome Canada's scope.",funding; ecology,"Insufficient page content to assess eligibility or relevance. Applicant's research profile (AI-assisted evidence synthesis, social-ecological systems, prairie conservation) appears misaligned with Genome Canada's typical genomics mandate; recommend confirming funder scope before investing application effort.",,1
Bonnie Babes Foundation,https://www.bonniebabes.org.uk/,,skip,,low,,2,"Bonnie Babes Foundation name suggests focus on maternal/child health or infant welfare. Applicant's work in ecological restoration, grassland conservation, and AI-assisted evidence synthesis has minimal overlap with typical foundation mission in health/early childhood sectors.",funding; ecology,Insufficient information to assess this opportunity. The funder's apparent focus on infants/early childhood appears misaligned with the applicant's ecological and translational ecology research. Recommend verifying funder scope before investing application effort.,,1
International Business Machines Corporation,https://www.ibm.com/,,skip,,low,,1,"No research funding program details on the provided page. IBM's general corporate AI/cloud services may tangentially relate to the applicant's LLM and AI-assisted methods, but without program scope, cannot assess fit to ecological restoration, social-ecological systems, or prairie conservation work.",funding; ecology,"The provided page content does not contain substantive funding program information—only IBM corporate website infrastructure. Unable to assess eligibility, scope, or fit without access to actual funding program details.",,1
Universitas Gadjah Mada,https://ugm.ac.id/en/research,https://ugm.ac.id/,skip,,low,,2,"UGM's research page provides no specific thematic focus or program details. The applicant's work in ecological restoration, prairie grassland conservation, and social-ecological systems could theoretically align with environmental/conservation research, but Indonesian context (tropical/subtropical ecosystems, Southeast Asian focus) differs significantly from Canadian prairie grasslands. AI-assisted evidence synthesis and knowledge mobilization methods may have limited relevance to UGM's apparent priorities based on available information.",funding; ecology,"Insufficient information to recommend pursuit. The page provided contains no funding call details, eligibility criteria, or research priorities. Applicant should verify whether UGM offers international collaborative grants or postdoctoral fellowships before investing effort; domestic Canadian and North American funders are likely better-aligned with their profile and career trajectory.",,1
"University of California, Santa Cruz",https://research.ucsc.edu/funding/,https://www.ucsc.edu/,skip,,low,,,"Unable to assess without access to the actual funding program scope, priorities, and research areas supported. The page content is JavaScript tracking code, not funding opportunity details.",funding; ecology,"Page content is non-substantive (New Relic analytics code only). Cannot evaluate this opportunity without access to the actual funding program page with eligibility criteria, research scope, and application details.",,1
